Unnamed: 0,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
7,2016-11-06,1.84,12574.7,6.06,335.57,0.0,12233.07,12233.07,0.0,0.0,organic,2016,Northern New England
8,2016-10-30,1.65,7404.92,1.21,180.56,0.0,7223.15,7223.15,0.0,0.0,organic,2016,Northern New England
9,2016-10-23,1.75,11324.45,0.0,153.88,0.0,11170.57,11170.57,0.0,0.0,organic,2016,Northern New England
10,2016-10-16,1.49,8965.14,3.64,202.56,0.0,8758.94,8758.94,0.0,0.0,organic,2016,Northern New England
11,2016-10-09,1.56,10289.97,0.0,123.95,0.0,10166.02,10166.02,0.0,0.0,organic,2016,Northern New England
12,2016-10-02,1.58,12400.93,0.0,173.16,0.0,12227.77,12227.77,0.0,0.0,organic,2016,Northern New England
13,2016-09-25,1.51,14401.06,2.45,320.87,0.0,14077.74,14077.74,0.0,0.0,organic,2016,Northern New England
14,2016-09-18,1.66,11836.41,0.0,227.63,0.0,11608.78,11608.78,0.0,0.0,organic,2016,Northern New England
15,2016-09-11,1.65,17561.31,6.18,270.9,0.0,17284.23,17284.23,0.0,0.0,organic,2016,Northern New England
16,2016-09-04,1.58,13039.44,1.0,231.39,0.0,12807.05,12807.05,0.0,0.0,organic,2016,Northern New England
17,2016-08-28,1.51,8866.2,1.25,235.2,0.0,8629.75,8629.75,0.0,0.0,organic,2016,Northern New England
18,2016-08-21,1.43,11826.44,2.54,240.06,0.0,11583.84,11583.84,0.0,0.0,organic,2016,Northern New England
19,2016-08-14,1.4,8519.17,1.28,310.54,0.0,8207.35,8207.35,0.0,0.0,organic,2016,Northern New England
20,2016-08-07,1.28,5685.2,1.28,245.36,0.0,5438.56,5438.56,0.0,0.0,organic,2016,Northern New England
21,2016-07-31,1.1,4845.69,0.0,214.28,0.0,4631.41,4631.41,0.0,0.0,organic,2016,Northern New England
22,2016-07-24,1.13,5882.29,0.0,287.29,0.0,5595.0,5589.25,5.75,0.0,organic,2016,Northern New England
23,2016-07-17,1.47,12521.46,0.0,199.58,0.0,12321.88,12321.88,0.0,0.0,organic,2016,Northern New England
24,2016-07-10,1.45,14482.73,5.19,145.3,0.0,14332.24,14332.24,0.0,0.0,organic,2016,Northern New England
25,2016-07-03,1.33,29132.17,1.3,335.95,0.0,28794.92,28794.92,0.0,0.0,organic,2016,Northern New England
26,2016-06-26,1.46,12472.06,1.3,149.6,0.0,12321.16,12321.16,0.0,0.0,organic,2016,Northern New England
27,2016-06-19,1.42,10848.56,3.88,144.87,0.0,10699.81,10699.81,0.0,0.0,organic,2016,Northern New England
28,2016-06-12,0.99,4574.17,0.0,105.39,0.0,4468.78,4468.78,0.0,0.0,organic,2016,Northern New England
29,2016-06-05,1.04,5130.06,0.0,184.17,0.0,4945.89,4945.89,0.0,0.0,organic,2016,Northern New England
30,2016-05-29,1.19,4901.16,2.54,353.15,0.0,4545.47,4545.47,0.0,0.0,organic,2016,Northern New England
31,2016-05-22,1.26,7645.75,3.81,249.99,0.0,7391.95,7391.95,0.0,0.0,organic,2016,Northern New England
32,2016-05-15,1.22,5778.15,0.0,220.55,0.0,5557.6,5557.6,0.0,0.0,organic,2016,Northern New England
33,2016-05-08,1.63,11801.47,0.0,298.93,0.0,11502.54,11502.54,0.0,0.0,organic,2016,Northern New England
34,2016-05-01,1.62,11626.48,0.0,128.33,0.0,11498.15,11498.15,0.0,0.0,organic,2016,Northern New England
35,2016-04-24,1.69,13226.51,1.27,356.71,0.0,12868.53,12868.53,0.0,0.0,organic,2016,Northern New England
36,2016-04-17,1.6,12342.22,0.0,263.91,0.0,12078.31,12078.31,0.0,0.0,organic,2016,Northern New England
37,2016-04-10,1.5,13624.67,3.8,276.42,0.0,13344.45,13344.45,0.0,0.0,organic,2016,Northern New England
38,2016-04-03,1.61,8175.69,0.0,215.36,0.0,7960.33,7960.33,0.0,0.0,organic,2016,Northern New England
39,2016-03-27,1.61,12855.46,11.39,307.53,0.0,12536.54,12536.54,0.0,0.0,organic,2016,Northern New England
40,2016-03-20,1.67,11336.93,5.06,423.79,0.0,10908.08,10908.08,0.0,0.0,organic,2016,Northern New England
41,2016-03-13,1.63,10985.53,5.05,222.41,0.0,10758.07,10758.07,0.0,0.0,organic,2016,Northern New England
42,2016-03-06,1.68,10184.27,8.83,442.78,0.0,9732.66,9732.66,0.0,0.0,organic,2016,Northern New England
43,2016-02-28,1.64,9920.46,1.26,357.43,0.0,9561.77,9558.44,3.33,0.0,organic,2016,Northern New England
44,2016-02-21,1.64,9227.72,1.26,174.6,0.0,9051.86,9051.86,0.0,0.0,organic,2016,Northern New England
45,2016-02-14,1.66,10158.92,5.01,169.07,0.0,9984.84,9984.84,0.0,0.0,organic,2016,Northern New England
46,2016-02-07,1.67,9790.85,6.24,200.89,0.0,9583.72,9583.72,0.0,0.0,organic,2016,Northern New England
47,2016-01-31,1.65,9140.79,2.48,154.07,0.0,8984.24,8984.24,0.0,0.0,organic,2016,Northern New England
48,2016-01-24,1.67,11214.42,12.37,210.23,0.0,10991.82,10991.82,0.0,0.0,organic,2016,Northern New England
49,2016-01-17,1.55,10459.56,6.15,248.53,0.0,10204.88,10204.88,0.0,0.0,organic,2016,Northern New England
50,2016-01-10,1.66,10525.16,15.92,246.12,0.0,10263.12,10259.79,3.33,0.0,organic,2016,Northern New England
51,2016-01-03,1.63,8936.72,13.4,248.57,0.0,8674.75,8674.75,0.0,0.0,organic,2016,Northern New England
0,2016-12-25,1.59,6491.55,293.57,2329.01,197.27,3671.7,2797.68,874.02,0.0,organic,2016,South Carolina
1,2016-12-18,1.5,7408.4,280.88,2148.75,219.66,4759.11,3481.51,1277.6,0.0,organic,2016,South Carolina
2,2016-12-11,1.49,7688.78,345.23,2113.81,168.62,5061.12,3096.76,1964.36,0.0,organic,2016,South Carolina
3,2016-12-04,1.69,7030.03,219.6,2204.44,147.21,4458.78,2942.11,1516.67,0.0,organic,2016,South Carolina
4,2016-11-27,1.77,7063.85,316.98,2281.53,185.48,4279.86,3086.57,1193.29,0.0,organic,2016,South Carolina
5,2016-11-20,1.7,10629.43,354.35,2489.89,289.94,7495.25,5563.87,1931.38,0.0,organic,2016,South Carolina
6,2016-11-13,1.73,10613.01,402.68,2599.6,303.63,7307.1,5617.42,1689.68,0.0,organic,2016,South Carolina
7,2016-11-06,1.67,10649.94,405.62,2900.88,362.16,6981.28,4928.77,2052.51,0.0,organic,2016,South Carolina
8,2016-10-30,1.73,8600.52,392.92,3718.26,417.02,4072.32,2907.25,1165.07,0.0,organic,2016,South Carolina
9,2016-10-23,1.4,11386.72,428.52,3328.29,276.86,7353.05,3788.85,3564.2,0.0,organic,2016,South Carolina
10,2016-10-16,1.55,9365.29,499.96,3550.68,292.27,5022.38,2933.76,2088.62,0.0,organic,2016,South Carolina
11,2016-10-09,1.6,8734.25,614.22,2496.72,312.54,5310.77,4261.03,1049.74,0.0,organic,2016,South Carolina
12,2016-10-02,1.87,8341.95,761.23,3710.83,378.8,3491.09,3318.47,172.62,0.0,organic,2016,South Carolina
13,2016-09-25,1.81,7733.79,632.05,3622.72,306.81,3172.21,2172.34,999.87,0.0,organic,2016,South Carolina
14,2016-09-18,1.66,9465.99,479.32,3496.18,354.07,5136.42,3837.2,1299.22,0.0,organic,2016,South Carolina
15,2016-09-11,1.6,12458.37,757.79,3868.48,309.62,7522.48,6648.44,874.04,0.0,organic,2016,South Carolina
16,2016-09-04,1.6,11353.45,752.61,3665.9,323.68,6611.26,5534.06,1077.2,0.0,organic,2016,South Carolina
17,2016-08-28,1.51,12471.57,784.67,3574.06,406.28,7706.56,6005.61,1700.95,0.0,organic,2016,South Carolina
18,2016-08-21,1.6,12593.77,985.59,3391.77,482.81,7733.6,7072.24,661.36,0.0,organic,2016,South Carolina
19,2016-08-14,1.61,13377.37,1080.09,3792.29,542.8,7962.19,6868.73,1093.46,0.0,organic,2016,South Carolina
20,2016-08-07,1.42,15987.24,1102.24,4761.4,703.64,9419.96,6147.56,3272.4,0.0,organic,2016,South Carolina
21,2016-07-31,1.58,12518.72,1306.7,3927.4,705.01,6579.61,6131.73,447.88,0.0,organic,2016,South Carolina
22,2016-07-24,1.58,11277.34,1178.49,3580.75,616.78,5901.32,5785.79,115.53,0.0,organic,2016,South Carolina
23,2016-07-17,1.32,13916.21,1024.5,3135.0,681.36,9075.35,6516.71,2558.64,0.0,organic,2016,South Carolina
24,2016-07-10,1.35,11611.02,827.79,3202.8,616.92,6963.51,4928.87,2034.64,0.0,organic,2016,South Carolina
25,2016-07-03,1.23,11068.68,908.7,3010.9,683.06,6466.02,4096.13,2369.89,0.0,organic,2016,South Carolina
26,2016-06-26,1.24,12445.56,1132.67,2938.21,603.44,7771.24,5690.33,2080.91,0.0,organic,2016,South Carolina
27,2016-06-19,1.21,8957.97,681.83,2877.65,480.84,4917.65,2757.33,2160.32,0.0,organic,2016,South Carolina
28,2016-06-12,1.31,9826.29,998.33,2919.7,423.27,5484.99,3877.37,1607.62,0.0,organic,2016,South Carolina
29,2016-06-05,1.31,10467.48,968.26,2877.64,374.97,6246.61,5142.68,1103.93,0.0,organic,2016,South Carolina
30,2016-05-29,1.41,9383.7,1076.48,2749.91,274.37,5282.94,4732.74,550.2,0.0,organic,2016,South Carolina
31,2016-05-22,1.45,9809.46,1000.77,2448.67,335.66,6024.36,5214.09,810.27,0.0,organic,2016,South Carolina
32,2016-05-15,1.48,9990.1,752.91,2472.08,271.64,6493.47,6020.41,473.06,0.0,organic,2016,South Carolina
33,2016-05-08,1.55,6899.7,671.93,2359.84,315.47,3552.46,3150.91,401.55,0.0,organic,2016,South Carolina
34,2016-05-01,1.44,8528.01,669.32,2362.52,282.41,5213.76,4433.86,779.9,0.0,organic,2016,South Carolina
35,2016-04-24,1.49,9294.82,711.94,2575.64,247.25,5759.99,5536.75,223.24,0.0,organic,2016,South Carolina
36,2016-04-17,1.47,8123.8,812.04,2592.81,324.57,4394.38,3937.03,457.35,0.0,organic,2016,South Carolina
37,2016-04-10,1.34,8212.07,631.03,2514.18,391.29,4675.57,4667.29,8.28,0.0,organic,2016,South Carolina
38,2016-04-03,1.37,7335.37,738.12,2285.2,298.23,4013.82,3948.93,64.89,0.0,organic,2016,South Carolina
39,2016-03-27,1.41,7001.06,778.61,2339.58,242.07,3640.8,3388.69,252.11,0.0,organic,2016,South Carolina
40,2016-03-20,1.36,7098.91,714.51,1976.73,323.65,4084.02,3922.98,161.04,0.0,organic,2016,South Carolina
41,2016-03-13,1.45,6135.77,859.12,2022.42,293.0,2961.23,2922.43,38.8,0.0,organic,2016,South Carolina
42,2016-03-06,1.56,5255.59,716.32,1990.61,254.86,2293.8,2267.22,26.58,0.0,organic,2016,South Carolina
43,2016-02-28,1.67,4454.16,619.3,1867.21,306.69,1660.96,1645.23,15.73,0.0,organic,2016,South Carolina
44,2016-02-21,1.58,4752.84,669.98,1631.47,242.52,2208.87,2121.77,87.1,0.0,organic,2016,South Carolina
45,2016-02-14,1.55,4901.72,646.76,1624.04,248.73,2382.19,2178.3,203.89,0.0,organic,2016,South Carolina
46,2016-02-07,1.61,4661.03,573.69,1792.04,364.71,1930.59,1801.35,129.24,0.0,organic,2016,South Carolina
47,2016-01-31,1.54,5545.65,786.83,1594.15,249.42,2915.25,2786.72,128.53,0.0,organic,2016,South Carolina
48,2016-01-24,1.5,5939.18,693.16,1335.95,362.17,3547.9,3458.63,89.27,0.0,organic,2016,South Carolina
49,2016-01-17,1.66,4600.84,844.33,1613.53,323.18,1819.8,1799.92,19.88,0.0,organic,2016,South Carolina
50,2016-01-10,1.6,6107.02,691.1,2094.93,360.62,2960.37,2748.16,212.21,0.0,organic,2016,South Carolina
51,2016-01-03,1.58,5893.4,1241.89,1675.45,420.04,2556.02,2435.41,120.61,0.0,organic,2016,South Carolina
0,2016-12-25,1.21,94378.68,28632.23,4227.39,0.0,61519.06,59525.98,1993.08,0.0,organic,2016,South Central
1,2016-12-18,1.1,100860.88,23988.1,4296.17,0.0,72576.61,67763.58,4813.03,0.0,organic,2016,South Central
2,2016-12-11,1.12,101938.87,22116.71,3578.88,0.0,76243.28,69391.18,6852.1,0.0,organic,2016,South Central
3,2016-12-04,1.21,100639.79,26102.51,2981.43,8.77,71547.08,70185.18,1361.9,0.0,organic,2016,South Central
4,2016-11-27,1.18,122037.93,31680.35,2782.97,0.0,87574.61,84151.11,3423.5,0.0,organic,2016,South Central
5,2016-11-20,1.22,120110.49,31129.0,2922.52,0.0,86058.97,83113.68,2945.29,0.0,organic,2016,South Central
6,2016-11-13,1.24,144227.54,38610.17,4360.85,0.0,101256.52,92828.0,8428.52,0.0,organic,2016,South Central
7,2016-11-06,1.44,132275.3,39761.02,4435.09,5.94,88073.25,83278.46,4794.79,0.0,organic,2016,South Central
8,2016-10-30,1.48,94332.98,41423.95,4092.33,5.96,48810.74,47513.43,1297.31,0.0,organic,2016,South Central
9,2016-10-23,1.41,104747.96,67813.29,3524.97,2.98,33406.72,29443.08,3963.64,0.0,organic,2016,South Central
10,2016-10-16,1.09,144647.08,53252.15,4007.89,0.0,87387.04,68709.98,18677.06,0.0,organic,2016,South Central
11,2016-10-09,1.09,150647.8,54851.54,4379.24,0.0,91417.02,66104.4,25312.62,0.0,organic,2016,South Central
12,2016-10-02,1.14,131064.76,57006.38,4790.65,0.0,69267.73,66393.37,2874.36,0.0,organic,2016,South Central
13,2016-09-25,1.15,131608.43,50298.52,6985.47,8.87,74315.57,65470.7,8844.87,0.0,organic,2016,South Central
14,2016-09-18,1.14,129652.83,42581.23,5505.14,0.0,81566.46,73194.34,8372.12,0.0,organic,2016,South Central
15,2016-09-11,1.07,164162.25,47884.79,4446.52,0.0,111830.94,105704.69,6126.25,0.0,organic,2016,South Central
16,2016-09-04,1.08,169684.45,43288.51,5218.47,0.0,121177.47,115963.68,5213.79,0.0,organic,2016,South Central
17,2016-08-28,1.04,180003.45,48259.41,4469.44,8.79,127265.81,120903.43,6362.38,0.0,organic,2016,South Central
18,2016-08-21,0.97,247621.32,67192.31,4365.3,0.0,176063.71,170028.41,6035.3,0.0,organic,2016,South Central
19,2016-08-14,0.98,278711.99,76071.17,5041.32,0.0,197599.5,189805.15,7794.35,0.0,organic,2016,South Central
20,2016-08-07,1.26,138004.86,44893.49,5386.67,0.0,87724.7,52854.44,34870.26,0.0,organic,2016,South Central
21,2016-07-31,1.22,142770.97,51129.16,5389.19,0.0,86252.62,72360.02,13892.6,0.0,organic,2016,South Central
22,2016-07-24,1.21,136429.31,53040.76,6134.35,0.0,77254.2,65513.34,11740.86,0.0,organic,2016,South Central
23,2016-07-17,1.21,118903.02,44998.45,6759.41,0.0,67145.16,47727.73,19417.43,0.0,organic,2016,South Central
24,2016-07-10,1.18,106469.22,40521.68,7584.26,0.0,58363.28,54171.61,4191.67,0.0,organic,2016,South Central
25,2016-07-03,1.13,111340.2,45145.4,8701.71,0.0,57493.09,55392.77,2100.32,0.0,organic,2016,South Central
26,2016-06-26,1.17,114148.17,40284.96,7267.68,0.0,66595.53,61928.4,4667.13,0.0,organic,2016,South Central
27,2016-06-19,1.14,113554.54,39133.12,7833.94,0.0,66587.48,56430.45,10157.03,0.0,organic,2016,South Central
28,2016-06-12,1.11,120789.79,40677.24,7936.51,359.3,71816.74,63793.15,8023.59,0.0,organic,2016,South Central
29,2016-06-05,1.1,117920.36,36488.57,7670.66,417.29,73343.84,59332.91,14010.93,0.0,organic,2016,South Central
30,2016-05-29,1.07,144179.65,43253.38,13727.01,4019.29,83179.97,65946.52,17233.45,0.0,organic,2016,South Central
31,2016-05-22,1.05,130641.29,37426.79,9630.79,231.79,83351.92,66161.0,17190.92,0.0,organic,2016,South Central
32,2016-05-15,1.11,128078.72,32418.44,15000.26,249.18,80410.84,59811.01,20599.83,0.0,organic,2016,South Central
33,2016-05-08,1.07,133142.97,30976.28,8774.75,4649.03,88742.91,59018.15,29724.76,0.0,organic,2016,South Central
34,2016-05-01,1.13,113305.24,26730.12,12090.39,6307.41,68177.32,57465.21,10712.11,0.0,organic,2016,South Central
35,2016-04-24,1.11,110395.86,27167.11,16727.91,39.84,66461.0,46304.57,20156.43,0.0,organic,2016,South Central
36,2016-04-17,1.15,118580.72,29955.06,15129.88,17.07,73478.71,56962.55,16516.16,0.0,organic,2016,South Central
37,2016-04-10,1.21,91639.0,29757.15,7403.82,8.52,54469.51,41421.13,13048.38,0.0,organic,2016,South Central
38,2016-04-03,1.22,86545.27,28336.55,5964.03,2.83,52241.86,41885.1,10356.76,0.0,organic,2016,South Central
39,2016-03-27,1.25,84351.3,29009.17,6132.83,8.49,49200.81,39989.57,9211.24,0.0,organic,2016,South Central
40,2016-03-20,1.23,79411.38,27908.44,6978.58,11.26,44513.1,35287.48,9225.62,0.0,organic,2016,South Central
41,2016-03-13,1.24,86860.92,33069.76,7254.38,0.0,46536.78,39531.89,7004.89,0.0,organic,2016,South Central
42,2016-03-06,1.21,86686.51,29748.62,5654.56,0.0,51283.33,40850.8,10432.53,0.0,organic,2016,South Central
43,2016-02-28,1.24,89262.56,28679.61,6947.04,2.79,53633.12,38914.83,14718.29,0.0,organic,2016,South Central
44,2016-02-21,1.28,78298.97,29083.62,6554.46,208.92,42451.97,32726.25,9725.72,0.0,organic,2016,South Central
45,2016-02-14,1.31,75226.48,25976.29,6077.93,0.0,43172.26,33318.79,9853.47,0.0,organic,2016,South Central
46,2016-02-07,1.35,69236.98,28638.16,4956.5,0.0,35642.32,33200.13,2442.19,0.0,organic,2016,South Central
47,2016-01-31,1.41,69115.72,29502.87,4582.19,2.77,35027.89,34397.13,630.76,0.0,organic,2016,South Central
48,2016-01-24,1.35,70767.77,23737.39,5747.06,0.0,41283.32,39836.86,1446.46,0.0,organic,2016,South Central
49,2016-01-17,1.33,67598.5,29157.6,5671.95,5.56,32763.39,32475.79,287.6,0.0,organic,2016,South Central
50,2016-01-10,1.38,63163.21,20245.33,5601.24,0.0,37316.64,36780.47,536.17,0.0,organic,2016,South Central
51,2016-01-03,1.38,56538.34,18543.16,4853.37,0.0,33141.81,32138.91,1002.9,0.0,organic,2016,South Central
0,2016-12-25,1.41,46895.78,3551.01,9031.23,279.29,34034.25,18333.61,15700.64,0.0,organic,2016,Southeast
1,2016-12-18,1.26,54712.86,3375.85,8448.31,315.77,42572.93,19398.71,23174.22,0.0,organic,2016,Southeast
2,2016-12-11,1.29,59141.95,3862.37,8401.47,274.59,46603.52,17767.54,28835.98,0.0,organic,2016,Southeast
3,2016-12-04,1.44,51799.91,3464.51,9245.68,237.32,38852.4,15786.96,23065.44,0.0,organic,2016,Southeast
4,2016-11-27,1.55,46032.7,3303.62,8282.1,310.14,34136.84,17052.87,17083.97,0.0,organic,2016,Southeast
5,2016-11-20,1.58,61264.14,4165.72,9695.14,419.65,46983.63,25312.29,21671.34,0.0,organic,2016,Southeast
6,2016-11-13,1.58,71470.8,4473.42,11409.19,450.22,55137.97,31103.86,24034.11,0.0,organic,2016,Southeast
7,2016-11-06,1.62,63877.72,5389.94,14873.28,507.85,43106.65,17305.32,25801.33,0.0,organic,2016,Southeast
8,2016-10-30,1.75,44666.0,5090.29,15508.61,572.47,23494.63,5220.39,18274.24,0.0,organic,2016,Southeast
9,2016-10-23,1.36,59238.63,4865.35,14703.84,419.27,39250.17,5363.63,33886.54,0.0,organic,2016,Southeast
10,2016-10-16,1.35,56442.73,5174.56,13534.89,432.89,37300.39,7119.54,30180.85,0.0,organic,2016,Southeast
11,2016-10-09,1.44,57606.91,10690.56,12322.68,416.0,34177.67,9681.13,24496.54,0.0,organic,2016,Southeast
12,2016-10-02,2.13,38668.06,14243.0,15259.97,519.91,8645.18,7049.22,1595.96,0.0,organic,2016,Southeast
13,2016-09-25,1.81,41398.38,7769.08,14549.87,420.84,18658.59,7449.41,11209.18,0.0,organic,2016,Southeast
14,2016-09-18,1.58,57792.45,6072.82,14168.25,485.37,37066.01,19189.74,17876.27,0.0,organic,2016,Southeast
15,2016-09-11,1.5,67246.01,7453.03,14078.39,439.29,45275.3,30666.03,14609.27,0.0,organic,2016,Southeast
16,2016-09-04,1.54,67309.14,9207.65,15349.22,431.84,42320.43,31577.01,10743.42,0.0,organic,2016,Southeast
17,2016-08-28,1.41,68341.93,8134.62,14259.48,625.61,45322.22,27669.13,17653.09,0.0,organic,2016,Southeast
18,2016-08-21,1.65,64499.62,11946.01,13428.48,712.1,38413.03,32410.75,6002.28,0.0,organic,2016,Southeast
19,2016-08-14,1.63,70790.98,13080.44,14578.13,820.66,42311.75,34013.16,8298.59,0.0,organic,2016,Southeast
20,2016-08-07,1.39,84966.16,13026.73,17547.61,1150.44,53241.38,27465.39,25775.99,0.0,organic,2016,Southeast
21,2016-07-31,1.62,67427.23,13672.33,15899.54,1036.72,36818.64,29716.26,7102.38,0.0,organic,2016,Southeast
22,2016-07-24,1.67,68443.21,15723.85,15761.64,968.77,35988.95,33725.71,2263.24,0.0,organic,2016,Southeast
23,2016-07-17,1.45,71665.65,15952.32,12582.02,1043.27,42088.04,27168.06,14919.98,0.0,organic,2016,Southeast
24,2016-07-10,1.4,80274.62,16115.35,16079.41,930.51,47149.35,35176.48,11972.87,0.0,organic,2016,Southeast
25,2016-07-03,1.16,87258.97,15707.89,15614.27,956.86,54979.95,38190.18,16789.77,0.0,organic,2016,Southeast
26,2016-06-26,1.31,71367.79,20353.71,13495.03,848.58,36670.47,22878.16,13792.31,0.0,organic,2016,Southeast
27,2016-06-19,1.22,68218.09,15584.56,13257.71,654.68,38721.14,23160.93,15560.21,0.0,organic,2016,Southeast
28,2016-06-12,1.31,69103.23,17831.12,14124.16,609.14,36538.81,24093.3,12445.51,0.0,organic,2016,Southeast
29,2016-06-05,1.31,66438.8,15346.73,12348.32,498.96,38244.79,29937.29,8307.5,0.0,organic,2016,Southeast
30,2016-05-29,1.41,64136.98,16063.33,11346.0,407.65,36320.0,32373.57,3946.43,0.0,organic,2016,Southeast
31,2016-05-22,1.44,63165.58,15850.58,10455.82,422.78,36436.4,29566.47,6869.93,0.0,organic,2016,Southeast
32,2016-05-15,1.44,63876.47,14100.94,10954.62,341.16,38479.75,32194.5,6285.25,0.0,organic,2016,Southeast
33,2016-05-08,1.53,52129.42,14799.32,10278.09,401.59,26650.42,22526.26,4124.16,0.0,organic,2016,Southeast
34,2016-05-01,1.44,57064.62,13485.35,11528.17,382.13,31668.97,24950.21,6718.76,0.0,organic,2016,Southeast
35,2016-04-24,1.47,60780.65,14874.14,11223.24,354.59,34328.68,30773.57,3555.11,0.0,organic,2016,Southeast
36,2016-04-17,1.48,54241.93,16280.57,11390.63,403.64,26167.09,22303.0,3864.09,0.0,organic,2016,Southeast
37,2016-04-10,1.44,54667.44,16629.6,11242.96,507.98,26286.9,25822.92,463.98,0.0,organic,2016,Southeast
38,2016-04-03,1.49,54364.05,19782.19,10472.82,395.68,23713.36,21956.66,1756.7,0.0,organic,2016,Southeast
39,2016-03-27,1.48,51791.11,16772.51,10589.54,353.44,24075.62,20453.56,3622.06,0.0,organic,2016,Southeast
40,2016-03-20,1.46,49153.27,15483.39,8830.51,452.71,24386.66,21785.79,2600.87,0.0,organic,2016,Southeast
41,2016-03-13,1.45,49979.08,15658.78,9937.59,397.83,23984.88,22968.5,1016.38,0.0,organic,2016,Southeast
42,2016-03-06,1.61,40036.61,15966.97,9880.53,364.48,13824.63,13251.15,573.48,0.0,organic,2016,Southeast
43,2016-02-28,1.66,36570.56,15059.75,8583.7,436.81,12490.3,12288.18,202.12,0.0,organic,2016,Southeast
44,2016-02-21,1.61,37375.96,13880.19,7471.45,356.11,15668.21,14899.84,768.37,0.0,organic,2016,Southeast
45,2016-02-14,1.57,39730.5,14094.73,7433.77,388.89,17813.11,15792.13,2020.98,0.0,organic,2016,Southeast
46,2016-02-07,1.61,36963.31,13154.94,7667.79,504.48,15636.1,14354.53,1281.57,0.0,organic,2016,Southeast
47,2016-01-31,1.63,41361.94,16328.26,6860.8,379.04,17793.84,16603.66,1190.18,0.0,organic,2016,Southeast
48,2016-01-24,1.55,45545.02,13968.03,7078.75,524.35,23973.89,22489.24,1484.65,0.0,organic,2016,Southeast
49,2016-01-17,1.69,36802.17,15333.29,7545.64,459.04,13464.2,12976.16,488.04,0.0,organic,2016,Southeast
50,2016-01-10,1.64,41864.22,15773.34,7657.9,565.69,17867.29,14426.01,3441.28,0.0,organic,2016,Southeast
51,2016-01-03,1.32,86759.88,39315.96,8067.87,579.95,38796.1,19654.52,19141.58,0.0,organic,2016,Southeast
0,2016-12-25,1.34,914035.42,93875.25,250138.66,3415.27,566606.24,330909.02,235697.22,0.0,organic,2016,Total US
1,2016-12-18,1.43,797042.27,97661.23,248598.14,4926.76,445856.14,279458.24,166397.9,0.0,organic,2016,Total US
2,2016-12-11,1.42,856795.63,93027.82,248303.87,6116.44,509347.5,293760.79,215586.71,0.0,organic,2016,Total US
3,2016-12-04,1.56,832767.55,106472.53,242055.86,2918.28,481320.88,284858.65,196462.23,0.0,organic,2016,Total US
4,2016-11-27,1.64,761675.87,100240.54,198874.09,3381.69,459179.55,292770.32,166409.23,0.0,organic,2016,Total US
5,2016-11-20,1.63,860320.59,110737.55,233518.72,3847.05,512217.27,319112.58,193104.69,0.0,organic,2016,Total US
6,2016-11-13,1.7,863948.15,110018.79,257268.83,3669.98,492990.55,322666.23,170324.32,0.0,organic,2016,Total US
7,2016-11-06,1.68,897671.29,117317.9,266018.89,5049.63,509284.87,284638.32,224646.55,0.0,organic,2016,Total US
8,2016-10-30,1.93,647723.55,123815.8,279842.5,5661.78,238403.47,180631.31,57772.16,0.0,organic,2016,Total US
9,2016-10-23,1.63,699763.35,131203.12,241758.21,4363.02,322439.0,168962.6,153476.4,0.0,organic,2016,Total US
10,2016-10-16,1.5,815859.49,114303.56,243788.95,4732.27,453034.71,250864.4,202170.31,0.0,organic,2016,Total US
11,2016-10-09,1.52,878367.41,127092.78,266687.47,5103.42,479483.74,289726.54,189757.2,0.0,organic,2016,Total US
12,2016-10-02,1.71,790926.03,131467.24,272293.48,4904.25,382261.06,282727.98,99533.08,0.0,organic,2016,Total US
13,2016-09-25,1.69,808891.94,119993.58,272553.74,4407.75,411936.87,289496.36,122440.51,0.0,organic,2016,Total US
14,2016-09-18,1.67,871627.58,127014.67,266648.5,4597.27,473367.14,359599.26,113767.88,0.0,organic,2016,Total US
15,2016-09-11,1.52,1103488.85,144991.21,334671.53,3481.85,620344.26,438024.44,182319.82,0.0,organic,2016,Total US
16,2016-09-04,1.54,1052088.77,137842.79,344378.75,4653.04,565214.19,415589.66,149624.53,0.0,organic,2016,Total US
17,2016-08-28,1.49,948530.88,135742.77,316907.28,5110.77,490770.06,345580.78,145189.28,0.0,organic,2016,Total US
18,2016-08-21,1.51,1033169.7,177591.96,308314.91,5831.02,541431.81,458921.84,82509.97,0.0,organic,2016,Total US
19,2016-08-14,1.48,1093287.79,186697.3,341463.72,10231.17,554895.6,459261.24,95634.36,0.0,organic,2016,Total US
20,2016-08-07,1.55,1012237.01,151179.99,332421.63,10707.18,517928.21,313872.28,204055.93,0.0,organic,2016,Total US
21,2016-07-31,1.58,946087.81,156417.33,328942.12,9035.27,451693.09,320652.23,131040.86,0.0,organic,2016,Total US
22,2016-07-24,1.65,919489.84,159151.31,343780.56,8612.44,407945.53,329530.26,78415.27,0.0,organic,2016,Total US
23,2016-07-17,1.63,1018118.27,152828.51,359772.18,9957.61,495559.97,346531.83,149028.14,0.0,organic,2016,Total US
24,2016-07-10,1.51,1043428.53,152994.7,355101.22,12180.53,523152.08,379451.98,143700.1,0.0,organic,2016,Total US
25,2016-07-03,1.47,1073595.37,159903.0,381527.15,11897.11,520268.11,350794.25,169473.86,0.0,organic,2016,Total US
